id,smoking
8954,0
5968,0
9471,1
11068,0
3824,1
1521,1
6624,1
9084,0
7465,1
7799,0
12321,1
10646,1
18383,0
5934,0
7630,0
3778,0
12469,0
6693,0
4818,1
6068,1
16708,1
11793,1
481,0
4073,0
12670,0
3179,0
18060,1
12722,0
17591,0
9642,0
17967,1
14303,0
14988,1
12164,0
19098,0
13940,0
11875,1
2289,1
12904,0
13886,0
1446,0
10025,0
4568,1
16698,0
16894,0
7328,0
1380,0
5810,1
3727,1
17076,1
10746,0
7129,1
19077,0
7293,1
2311,1
4348,1
16305,0
16867,0
11492,1
3963,0
7763,0
622,0
6682,0
16406,0
19556,1
7566,1
12720,0
14960,1
10748,1
18559,1
19327,0
6548,0
2391,0
5781,1
12079,1
8819,1
15025,1
1237,1
3933,1
13136,0
19396,0
10908,1
5692,0
18169,0
18659,0
3047,1
3767,0
1128,0
16853,1
15081,0
4961,1
5405,0
18864,0
2198,0
14994,1
5129,0
17849,0
7522,1
4657,0
2028,1
18202,0
12837,0
3717,1
17307,0
16476,0
8134,0
6410,1
3147,0
15013,0
15736,1
16477,0
10569,0
7860,0
1979,1
1905,0
10749,0
12022,0
12372,0
7905,1
15697,1
6703,1
17624,1
16559,0
13954,1
5955,1
8899,0
3849,0
14347,0
3881,0
7412,0
3315,1
9030,0
1290,0
17381,0
12227,1
17060,1
6483,1
9284,1
11026,0
18588,1
3111,1
17788,1
3738,1
9139,0
12956,1
6074,1
16044,0
4310,1
17470,1
4120,0
12758,1
16212,1
4421,0
11756,0
4261,0
5850,1
9276,0
16610,1
7709,0
7184,1
16159,0
6036,1
4787,0
7221,0
13810,1
15594,1
7625,0
14979,1
8302,0
3524,0
11090,1
492,1
4393,0
14296,0
8290,0
501,0
1621,0
16339,0
7847,0
2084,0
17339,0
17084,0
16648,1
18143,0
4454,1
17116,1
19801,0
2235,0
7463,1
15037,1
9270,1
1518,0
5818,1
16966,0
4215,1
2283,0
13316,0
19437,0
928,0
7267,0
305,0
7010,0
11098,0
12222,0
4723,0
5244,1
8860,1
15421,1
6207,0
17171,1
18349,0
6032,1
421,0
7092,0
14480,1
13961,0
939,0
15551,1
4010,1
15842,1
16373,0
6823,1
13090,1
9071,1
9813,0
10103,1
10362,1
5363,0
6818,0
19056,0
13298,1
5294,1
3333,1
8947,1
12357,1
36,0
18000,0
17725,1
11907,0
6432,0
19743,0
11311,0
17476,1
461,0
11160,0
5880,0
2956,0
16154,1
15347,1
1644,1
8169,0
14078,0
4864,0
17727,1
10211,0
19441,0
15740,0
17524,0
19252,0
346,1
3035,1
8735,0
1986,1
10978,0
1480,1
6514,1
1481,0
10058,0
5126,0
13519,1
17577,1
19303,1
357,0
11329,1
13227,0
1515,0
4021,1
17172,1
5543,1
14365,1
18828,1
6180,0
18410,1
17154,0
19366,1
1170,1
9358,1
14302,0
